hid|name|since|location|description|response_time|response_rate|acceptance|is_super_host|neighbourhood|email_verified|phone_verified|work_email_verified|identity_verified
59263552|Pat|2016-02-18|San Francisco, California, United States|||0.0|0.0|0||1|1|0|0
40647634|Marisa|2015-08-05|Bangkok, Bangkok, Thailand||within a day|0.5|1.0|0|Bang Kapi|1|1|0|1
137492951|Ding|2017-06-28|Sathon, Bangkok, Thailand|Hi, I am world traveler and Bangkok is my favorite city to stay.  I hope my guests would like my cozy room in this luxury place and enjoy every moment in Bangkok!|within an hour|1.0|1.0|1||1|1|0|1
45327946|Jakkrapant|2015-09-29|Bangkok, Krung Thep Maha Nakhon, Thailand|Welcome to bankkok||0.0|0.0|0||1|1|0|1
34079268|Prapaporn|2015-05-24|Bangkok, Thailand|Love traveling. Not much money but dream to get parents traveling as many as possible ||0.0|0.0|0||1|1|1|1
20805386|Chairat|2014-09-01|TH|||0.0|1.0|0|Chatuchak|0|1|0|0
12688360|Cherry|2014-03-01|Germany||within a day|1.0|0.89|1||1|1|0|1
59925896|Arthur|2016-02-22|Bangkok, Thailand|I love to host, fast response and willing to help 24/7. Feel free to ask me about the detail of the room, i will erase all your doubts :)||0.0|0.0|0||1|1|0|1
8015451|Saowanee|2013-08-07|Bangkok, Thailand|Sawasdee ka ,My name is ae , Saowanee.I’m Thai , born and bred. I host several accommodations in Thailand , all of which I try to keep clean and nice to welcome you. I always respond to any of your inquiries asap. Contact me if you are interested in my place and I’ll try my best to accommodate you Thanks and see you !!!|within a few hours|1.0|0.0|0|Thung Khru|1|1|0|1
141939277|Ck2|2017-07-22|Bangkok, Thailand|CK2 Hotel ตั้งอยู่ในกรุงเทพฯ และตั้งอยู่ห่างจากตลาดนัดสวนจตุจักรเป็นระยะทาง 2.3 กม. ที่พักให้บริการห้องพักติดตั้งเครื่องปรับอากาศ และมีพื้นที่จอดรถส่วนตัวฟรี โรงแรมมีลานระเบียงไว้ชมวิวรับลมเย็นแบบธรรมชาติอีกด้วย ห้องพักทุกห้องติดตั้งโทรทัศน์จอแบนระบบช่องรายการดาวเทียม มีกาต้มน้ำในห้องพัก ห้องน้ำส่วนตัว  มีบริการอินเทอร์เน็ตไร้สาย (WiFi) ฟรีในห้องพักและบริเวณที่พัก||0.0|0.0|0|Din Daeng/Huai Khwang|1|1|0|0
49678947|Sawaluck|2015-11-23|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
137584553|ธนภัทร|2017-06-28|TH|||0.0|0.0|0|Upper Sukhumvit|1|1|0|0
114794429|Travis|2017-02-04|Bangkok, Thailand|||0.0|0.0|0|Ratchathewi/Phaya Thai|1|1|0|1
78026642|Nathy|2016-06-16|Bangkok, Thailand|||0.0|0.0|0|Upper Sukhumvit|0|1|0|0
119422014|Hongsiri|2017-03-06|Bangkok, Thailand||within an hour|1.0|0.0|0||1|1|1|0
64608055|Pattharawan|2016-03-27|Thailand||within an hour|1.0|1.0|0||1|1|0|0
63237228|Cherkyz|2016-03-16|Bangkok, Thailand|||0.0|0.0|0|Thonburi|0|1|0|0
137806113|Iorn|2017-06-30|DE|||0.0|0.0|0|Rat Burana|1|1|0|0
125820712|Wi|2017-04-14|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
36009950|Sunny|2015-06-16|Bangkok, Bangkok, Thailand|สวัสดีค่ะ Sa Was Dee ka-Hello Everyone : ) I am Thai  living in Bangkok. I was an engineer for 11 years became to business owner for 7 years. I love taking the pictures, I am fascinated by reading the good self-improvement books, love cooking, love Thai food, love Thai culture, love my country so much and believe Thailand is one of the BEST country in the world to recommend everyone to visit. This is why I am passionate about hosting people from all over the world to experience our AMAZING country. I love to share the information about good foods to eat and great places to visit in Bangkok:) I enjoy meeting new people I enjoy learning different cultures I have met many good people through Airbnb! Thank you Airbnb who always bring the good friends to me: )  Without Airbnb, I could not enjoy the rewards of making things “JUST RIGHT” for my guests...With hosting experience over 7 years with over seven hundred POSITIVE reviews I hope it can guarantee our kind hospitality to serve you. Looking for more  information about apartments in Bangkok near Skytrain Station or Metro Station in Bangkok,  please check out this link  =>  https://www.airbnb.com/users/36009950/listingsI hope to welcome you in one of my apartment listings soon! Enjoy hosting and happy travels everyone!Cheers!Sunny|within an hour|0.93|0.97|0||1|1|0|1
135764251|June|2017-06-19|TH|||0.0|0.0|0||1|1|0|0
24705774|Sommawan & Paolo|2014-12-10|Rattanaburi, Surin, Thailand|We are Italian/Thai family with two lovely girls. We like to travel around the world and especially in the charming and fashionable Thailand, where we stay few months per year and where we like to share our home. |within a day|1.0|0.67|0|Chom Thong|1|1|0|1
137933718|Julius|2017-07-01|Huai Khwang, Bangkok, Thailand|Live. Learn. Love.||0.0|0.0|0||1|1|0|1
42258971|Buay|2015-08-23|Bangkok, Thailand|Hello. Buay and Eng 've been living in Bangkok for a long time. We love our quiet neighbor, which is easy to access everywhere. We are working as traveling consultant over 16 years,  help arrange the trip for travels who visit Thailand and Indochina more than 10,000 people. We love to travel and enjoy meeting new people from all around the world. We can suggest you where to go around Thailand and Indochina. 2015, Buay and Eng started to used AirBNB. Now, we become a host for Airbnb experience. Moreover, this is a good time to put our house to Airbnb as well. Due to our long experience in hospitality, we sure that we can help to fulfill your memorable holiday and we can help for your travel plan, such as recommend sightseeing, guide to visit hidden places and lead you to restaurants Thai local people like to go. We love to welcome you to our place to have a great time in Bangkok. We sure you will love it and have a great time with us.Best,Buay|within an hour|1.0|1.0|0|Aree|1|1|1|1
89442943|Tanya|2016-08-12|Bangkok, Bangkok, Thailand|Hi, I'm Tanya. I am a Master's student, living in Vancouver, Canada, who loves travelling and meeting new people. My family and I are currently hosting an Airbnb in Bangkok together, and would love for you to stay with us. Please feel free to contact us or ask any questions about our listing. Talk to you soon,Tanya|within an hour|1.0|0.93|1||1|1|0|1
17509085|Nuchy|2014-07-01|Bangkok, Thailand|I’m a freelance, mommy of a little girl.Born, live and work in Bangkok.喝了一杯珍珠奶茶就有力气的 ^.^泰国妈咪 / 中文服务/ 喜欢旅游 |within an hour|1.0|1.0|1||1|1|0|1
78731028|Kuntalee|2016-06-19|Bangkok, Thailand||within an hour|1.0|0.95|0|Upper Sukhumvit|1|1|0|1
47767677|Pé|2015-10-30|Bangkok, Thailand|I'm Pé. Nice to meet you.|within an hour|1.0|1.0|0|Thonburi|1|1|0|1
142739565|Mimi|2017-07-27|Bangkok, Thailand||within a few hours|1.0|1.0|0||1|1|0|0
36830060|Sudyod|2015-06-26|Bangkok, Thailand|||0.0|0.0|0|Pinklao|1|1|0|0
2090878|Suwatchai|2012-04-07|Bangkok Thailand|from bangkok thailand||0.0|0.0|0||1|1|1|0
70281319|Parson|2016-05-04|Bangkok, Bangkok, Thailand|Love travel and share experiences with all friends around the world |within an hour|1.0|1.0|0||1|1|0|1
126203566|Tiya|2017-04-17|Bangkok, Thailand|Sa-Was-Dee ka(Hello) Tuk-Kon (Everybody).I love traveling, meet people and sharing the attractive place in Bangkok. I like to open up new and different cultures(You will be too), I hope everyone who comes to visit my country feel like staying at home .Warm Welcome and Kob khun ka (Thank you) :)|within an hour|1.0|1.0|1||1|1|1|1
138268496|Pasupat|2017-07-03|Bangkok, Thailand||within an hour|1.0|0.0|0||1|1|1|1
33954745|Tatinut|2015-05-22|Bangkok, Bangkok, Thailand|"I love cooking, savvy traveling , try some of delicious food, movies, play golf and basketball, I always do together my family.I am own ""Signature Premium Handmade Tiles House Bangkok"" and ""Old & Vintage Hua Hin Colonial Villa"" are in Airbnb.I am sure my place inspire you start vision adventure, our Family's Spirit of Art & Sense of Place, it's easy, relax and refreshment with experience tiles home & artstay."|within an hour|1.0|0.98|1|Chatuchak|1|1|0|1
127341337|Teewara (Tee)|2017-04-24|Bangkok, Thailand|"Hello, This is Tee (:I'm a lady in the photo. And beside me is Hong - my bf (:It's very excited for me to be a host on Airbnb because I will have a chance to get a new friends like you (:I'm 32 years old, working in hotel business. Graduated in hotel management from the university in Thailand, both bachelor and master degrees. Loving the hotel business because we can learn from the people around the world. Culture from different countries is very interesting (:I had an opportunity to stay in the Chicago - US for almost a year as I plan to have my master degree. Unfortunately, I got some accident, then I moved back to Bangkok. Anyway, I got change again to stay in Aix-en-Provence, France for my internship 4 months. With all these experiences, I feel like this is very beautiful to meet new friends !!! So I think Airbnb is a great platform to connect me to many people around the world.I love to share my experience from my travelling. I also have my own (Hidden by Airbnb) page called ""ITs TINA"" sharing my photos from the trip. Please feel free to visit (: And I love to collect magnets from all the places I visited. It's very lovely, and I can recognize all those experiences when I look at it. And I do love minions, dont be scared if you see them in my room !!Hoping that I will have chance getting to know you as well in near future. ThanksTee"||0.0|0.0|0|Thonburi|1|1|0|1
64915494|Beer Sirivat|2016-03-29|Bangkok, Thailand|||0.0|0.0|0|Bueng Kum|1|1|0|1
138517384|นฤมล|2017-07-04|Bangkok, Thailand||a few days or more|0.0|0.0|0|Bang Kapi|1|1|0|0
18448993|Prakai|2014-07-20|Bangkok, Bangkok, Thailand|||0.0|0.0|0|Wang Thonglang|1|1|0|1
137488762|None|2017-06-28|TH||a few days or more|0.0|0.0|0|Bang Kapi|0|1|0|0
138632031|John|2017-07-04|Bangkok, Thailand|||0.0|0.0|0|Klong Toey|1|1|0|0
142808861|NamWhan|2017-07-27|Bangkok, Thailand|Hi, I’m Nam-Whan. Nice to know you and look forward to welcoming you to join me with the pure atmosphere of Bangkok. Just right at the center of the city. Hope you enjoy your stay!  I will be there upon your required assistance and am so pleased to hospitalise friends and enrich your experience in Thailand.  ||0.0|0.0|0||1|1|0|0
117010266|Nongnuch|2017-02-18|TH|||0.0|0.0|0|Bang Kho Laem|1|1|0|0
138276170|Krisapong|2017-07-03|Thailand||a few days or more|0.0|0.0|0|Bang Kho Laem|1|1|1|0
79624768|Eva|2016-06-24|Singapore|........I'm EVA:: I have more than 4 years of service experience and i have chance to travel another countries.  I enjoy meeting new people all around the world and share great discussion about their journeys, also support them  to have a wonderful experience in Thailand.I really want to create the safe and comfortable place for all tourists who come to visit Thailand to have a place that they feel like a real vacation and relief the stress behind Surely, your privacy is one of the most important things.Should there be any further information or assistant you may need, please do not hesitate to contact me at your earliest convenience.......|within an hour|1.0|1.0|0|Lower Sukhumvit|1|1|0|1
143110254|Surachai|2017-07-29|Bangkok, Thailand|we are new apartment having a nice studio room for rent. Located next to Fashion Island Mall (5 minute walk distance) and drive to Airport for 15 minutes.|within an hour|1.0|1.0|0|Khan Na Yao|1|1|0|0
67882642|Malarin|2016-04-19|Sydney, New South Wales, Australia|Hi , My name is Malarin. Im a working professional. Sydney has been my home for many years now.  I was born in Lampang and then moved to Bangkok, Thailand. My husband and I travel quiet alot. For those travellers that are new to Bangkok, im sure you will love it ! Bangkok has a lively and vibrant buzz and is an ultimate destination. There is so much to see and do, from sightseeing and worldclass dining, Glittering Temples, Backstreet Markets, I really hope you enjoy your stay here. Im more than happy to answer any questions you may have.|within an hour|1.0|1.0|0||1|1|0|1
126765393|Alfred|2017-04-20|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
142393747|Wattanee|2017-07-25|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
145286178|Pok|2017-08-10|Bangkok, Thailand|||0.0|0.0|0|Chinatown|1|1|0|0
8793103|Wa|2013-09-12|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
36644963|Omo|2015-06-24|Queens, New York, United States|Born in Thailand, lived in Singapore, Connecticut, NYC, Amsterdam, Shanghai. Now back to NYC. |within an hour|1.0|1.0|0|Aree|1|1|1|1
127777463|Ize|2017-04-27|Nakhon Ratchasima, Thailand|||0.0|0.0|0||1|1|0|0
30569936|Siriporn|2015-04-04|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
145483437|หนึ่งน้อง|2017-08-11|Bangkok, Thailand||within an hour|1.0|0.0|0||1|1|0|1
19653822|Non Inn|2014-08-07|Bangkok, Bangkok, Thailand|We love travel, art, culture and people.We love our city, BANGKOK.|within a day|1.0|0.4|0||1|1|0|1
123194331|Emon|2017-03-29|Chiang Mai, Chiang Mai, Thailand||a few days or more|0.0|0.0|0||1|1|0|0
21637634|Vee|2014-09-22|Bangkok, Thailand||within an hour|1.0|0.92|0|Chatuchak|1|1|1|1
145636538|Patcharin|2017-08-12|TH|Nice place to stay|within an hour|1.0|1.0|0|Taling Chan|1|1|0|1
136004827|Bob|2017-06-20|Thailand|||0.0|0.0|0||1|1|0|0
139405731|Thitiya|2017-07-09|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
106922078|Bruce|2016-12-11|Shenzhen, Guangdong, China|||0.0|0.0|0||0|1|0|1
14945937|Nongnapat|2014-04-30|bangkok|I study architecturei love traveling and taking film photoCurrently in BangkokPlease do not hesitate to ask meLet's enjoy Bangkok together:)|within a few hours|1.0|0.73|0||1|1|0|1
138438002|Win|2017-07-03|Bangkok, Thailand|Hi guys! I'm Win from BangkokI like to meet people from all over the world, to learn the variety cultures, especially foods part. I can speak 3 languages which are Mandarin Chinese, English and Thai which I think this could be easier for us to communicate.Looking forward to meeting you all :D|within an hour|1.0|1.0|0|Thong Lo|1|1|1|1
14744847|L|2014-04-26|Bangkok, Thailand|American expat living in Bangkok for the last six years . Can help suggest fun and cool things to do in Bkk . Feel free to message me and ask and questions you may have .||0.0|0.0|0|Klong Toey|1|1|0|1
143896447|Naphat|2017-08-02|TH|||0.0|0.0|0||1|1|1|0
92133925|Kanda|2016-08-27|Bangkok, Thailand|||0.0|0.0|0|Suan Luang|1|1|0|0
139338181|Nick|2017-07-08|Bangkok, Bangkok, Thailand|Augusta house offering  bright, warm and cosy rooms with private bathroom in each room, the house remains a brown theme throughout the whole property and features natural wood furnishings.  Augusta located at Thonglor soi 7 which is no noise from sky train or cars so very good sleeping, great choice for travellers interested in shopping, eating ,nightlife,Spa &Thai massage on Japanese upper class area. Just 5-minute walk(0,3 km) from Thong lo BTS Sky train Station, Only one stop station to The Emporium Shopping Complex & Em Quartier. Our beds come with a curtain for more privacy and additional private locker for beds in mixed dorm and also reading light, electrical socket and provide premium quality linen to assure your very good sleeping. Air purifier provide every room for hygiene and fresh air. Guests can enjoy their meals, make use of the microwave or simply relax and socialize with others in the shared kitchen area, shared refrigerator, microwave and cooking utensils at the common kitchen. After a long day, guests can sit back  and relax chill out rooms as co-working space. ||0.0|0.0|0|Thong Lo|0|1|0|1
145974445|Chanita|2017-08-14|Bangkok, Thailand|I'm Sine, Chanita. I'm 24 years old. I live in Huai Khwang, Bangkok, Thailand. I love traveling and meeting new people. I would like to be friend with you! :)|a few days or more|0.0|0.0|0||1|1|0|0
6005784|Thannapat|2013-04-20|Bangkok, Thailand|I'm architect from Thailand 29 years oldI love shopping and traveling I've been to many country Finland Sweden Italy Spain Holland France Switzerland Australia USA Hong kong Singapore Myanmar |within an hour|1.0|1.0|0||1|1|0|1
131935092|Chonnaree|2017-05-25|Bangkok, Bangkok, Thailand|I am very responsible and hope all of you too thank you and very welcome all of you to warm and good location house|within an hour|1.0|0.0|0||1|1|0|0
146066724|Somyos|2017-08-15|Lat Krabang, Bangkok, Thailand|IT Project Manager, G-ABLE Co.,Ltd.||0.0|0.0|0||1|1|0|0
90411300|Tayakorn|2016-08-17|Bangkok, Thailand|||0.0|0.0|0||1|1|0|0
139812272|Serenan|2017-07-11|Bangkok, Thailand|Hi there, I am full time employed who loves yoga, travel and meet new people.  I had been living and working abroad in the melting pot countries and diverse cultural setting.  So, I am open-minded and spontaneous.  I am living practically.||0.0|0.0|0|Bang Na|1|1|1|0
74708451|Tirapath|2016-05-29|Bangkok, Thailand||a few days or more|0.0|0.0|0|Sathorn|1|1|0|1
140843295|Yuhua|2017-07-16|TH|||0.0|0.0|0||0|1|0|0
147744788|Tao|2017-08-26|Bangkok, Thailand|My name is Tao, Managing Director, Interior Designer, and owner of Baannai.I am taking this opportunity to introduce you to my house which I name it as Baannai, a small and well designed house located in the old Bangkok residential area of Phayathai District.  There are 4 rooms in this house which has been opened since December 2015.  It is right opposite to Samsen railway station and within 10-minutes drive to Ari BTS (Sky train) station and Bangsue  MRT station.  The hotel is close to Ari, hip hang our area of Bangkok, as well as the famous Jatujak Weekend Market.  Other nearby attractions include Phayathai Palace and Sri Ratchawat fresh market.Baannai was the house on the most inner area of the vast family land plot by Samsen Railway station in Bangkok.  It was originally the residence of my great grandfather and his family.   Later, the place became the residence of three of his daughters (known as the Baannai ladies). Back in the days, the houses in this neighborhood only had soil road cut through, with a narrow ditch creating a parallel, and train tracks.  My great grandfather’s family was an extended family just like most Thai people’s in the past. The big family resided together on a big piece of land, divided into the resident area and the kitchen house, lived in by both the masters and servants. Home that was filled with mundane joy and sorrow, harmony, and conflicts; nonetheless, they relied on each other and had a family leader who gave protection to all members. My great aunts - the Baannai ladies- always recalled the life in Baannai back then. The cooks would steam a huge portion of rice for each meal.  As the bell rang signaling lunch or dinner time, small children would gather in a circle having their meal together.  This went on every day.  Just like an old saying, “The family that eats together stays together.” Inspired by the happy recollections of my beloved Baannai ladies combined with my passion in colonial architecture style, I decided to rebuild Baannai to resemble the time when the 3 sisters were young ladies living in the house.  The three upstair rooms – Benjamas (Aster), Malisorn (Jasmine), and Kularb (Rose) are decorated in different style representing the character of each lady to which each room belongs.  The room downstair, Botan (Peony), is decorated in Chinese style, representing the room for the guests of the house.  The lobby of the hotel is also functioned as the dining room of our restaurant.  Selected as one of 'Bib Gourmand' restaurants in the Michelin Guide Bangkok 2018 and 2019, Baannai is famous for its traditional Thai food inspired from the family recipe, some of which are from a cook book hand-written by one of the Baannai ladies herself. What I have is the memory that glows in my hearts. I wish Baannai would bridge the past and the present days and bring happiness, comfort, generosity to all the visitors who make a stop here.  I hope that you will find this information useful and interesting.  I am looking forward to progressive and prosperous future of Baannai with your support.Best regards,Tao||0.0|0.0|0||1|1|0|1
147988318|Jonathan|2017-08-27|Suan Luang, Bangkok, Thailand|I am a semi Retired male who also stays part time in NYC||0.0|0.0|0||1|0|0|0
148139614|Salil Hotels|2017-08-28|TH|||0.0|0.0|0|Klong Toey|1|0|0|0
142735105|Pawarit|2017-07-27|Munich, Bavaria, Germany|Hi, I'm an Airbnb Superhost with a place in downtown Bangkok :)|a few days or more|0.38|0.25|0|Sathorn|1|1|1|1
150531448|Opal|2017-09-14|TH||within an hour|0.67|1.0|0|Lak Si|1|1|0|0
35515558|Tipwan|2015-06-10|Bangkok, Thailand||a few days or more|0.0|0.0|0|Din Daeng/Huai Khwang|1|1|0|0
9496257|Ryn|2013-10-18|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
68171464|Kittinan|2016-04-21|Bangkok, Thailand||within an hour|1.0|0.0|0|Phasi Charoen|0|1|0|0
13972467|Khajorn|2014-04-06|Bangkok, Thailand|||0.0|0.0|0||1|1|1|1
122659628|Mary Ann|2017-03-26|Bangkok, Thailand|I am a fun-loving person who is easy to talk to. Tourists feel comfortable talking to me 'cause i willingly help them with their itinerary. ||0.0|0.0|0|Victory Monument|1|1|0|0
22333530|Candy & Kevin|2014-10-09|Bangkok, Bangkok, Thailand|I love traveling with my family!We love to meet different cultures and learn new things!Enjoy every single day is our way of life!|within an hour|1.0|1.0|0||1|1|0|1
45740086|Kantapong|2015-10-04|Bangkok, Thailand|||0.0|0.0|0|Thonburi|1|1|0|0
146460831|Danila|2017-08-17|TH|||0.0|0.0|0|Bang Khun Thian|1|1|0|0
23758849|Prasopphorn|2014-11-15|Bangkok, Thailand|||0.0|0.0|0|Chatuchak|1|1|0|0
146466132|Suthin|2017-08-17|TH|||0.0|0.0|0||1|1|0|1
137996018|โอภาส|2017-07-01|Bangkok, Thailand||a few days or more|0.0|0.0|0|Klong Toey|1|1|0|0
27142937|Penprapa|2015-02-03|Bangkok, Bangkok, Thailand||a few days or more|0.0|0.0|0||1|1|0|1
55218554|Jm|2016-01-19|Thailand|JM -Jurairat||0.0|0.0|0|Klong Toey|1|1|0|0
25995146|Joy|2015-01-12|bangkok / Thailand |I'm joy. I living in Nontaburi that closed to Bangkok. I have some apartment around Nonthaburi.I hope you enjoy your stay in my apartment while in Thailand. Our concept of the room is to provide simple, clean and comfortable for guest.I can speak Thai and English.If there are question or request please send message to me. I return the reply as soon as possible. Thank you for your view my room.|within an hour|1.0|0.0|0||1|1|0|1
72302266|Chattva|2016-05-16|Bangkok, Thailand|My name is Chattva. Welcome everybody||0.0|0.0|0|Don Mueang|0|1|0|1
62883201|Wasika|2016-03-14|Bangkok, Thailand|||0.0|0.0|0|Yan Nawa|1|1|0|0
66644760|Jack|2016-04-10|Bangkok, Bangkok, Thailand||within a day|1.0|1.0|0||1|1|0|0
30567753|Waan|2015-04-04|Bangkok, Thailand||within a few hours|0.7|1.0|1|Klong Toey|1|1|0|1
91235259|Manuel|2016-08-22|Lima Province, Metropolitan Municipality of Lima, Peru|Living in and loving Bangkok for long time.I love to explore the city, its secrets and its amazing culture and people.|within an hour|1.0|1.0|1|Suan Luang|1|1|0|1
150929956|น.ส.ดาณี|2017-09-17|TH|||0.0|0.0|0|Sathorn|1|1|0|1
46897353|Jintana|2015-10-18||||0.0|0.0|0||1|1|0|0
142557524|SiRi Ratchada|2017-07-26|TH||within an hour|1.0|0.0|0|Chatuchak|1|1|0|0
146084647|Sal|2017-08-15|Singapore||within a few hours|1.0|0.94|0|Klong Toey|1|1|0|1
148778423|Kriskorn|2017-09-02|Thailand||within a day|0.67|1.0|0|Pathum Wan|1|1|0|1
146711380|Kiattikun|2017-08-19|Thailand|Hello I live in Bangkok suburb. I used to work in USA during year 2004-2007. I have a nice small house to welcome anyone to join and stay in Bangkok and good accommodation to travel in Thailand.||0.0|0.0|0|Thawi Watthana|1|1|0|0
143704100|Pimpan|2017-08-01|Bangkok, Thailand|Good host|within a day|1.0|0.0|0||1|1|0|0
52227896|Rukchai|2015-12-25|TH|||0.0|0.0|0||0|1|0|0
151067409|Thida|2017-09-18|TH|||0.0|0.0|0|Lat Phrao|1|1|0|1
15125913|Patcharawee|2014-05-05|Bangkok Thailand|Friendly, Helpful and I love travelling ||0.0|0.0|0|Bang Na|1|1|0|0
44261655|Kanlayarat|2015-09-15|TH||within an hour|1.0|0.0|0|Bang Khen|0|1|0|0
64407077|Mak|2016-03-25|Petaling Jaya, Selangor, Malaysia|||0.0|0.0|0||1|1|0|1
8806202|Apaporn|2013-09-13|Bangkok, Thailand|||0.0|0.0|0|Rat Burana|0|1|0|0
113377976|สมศักดิ์|2017-01-26||||0.0|0.0|0||0|1|0|0
145119274|เบญจพร|2017-08-09|CA|||0.0|0.0|0|Bang Kapi|1|1|0|1
151197094|Sirima|2017-09-19|Khet Phra Nakhon, Krung Thep Maha Nakhon, Thailand|Wecome to thailand !|a few days or more|0.33|0.0|0|Lak Si|1|1|0|1
6691400|Chatchai|2013-06-02|Bangkok, Thailand|||0.0|0.0|0||0|1|0|0
145120129|ศุภลักษณ์|2017-08-09|Bangkok, Thailand|||0.0|0.0|0|Lak Si|1|1|0|1
59986350|Nantarat|2016-02-22|Bangkok, Bangkok, Thailand|"""Sawasdee ka"" Hello, my name is Nantarat. Welcome to Thailand. The land of smile :) I'm a full-time mom.My cosy place always welcome all of you who looking for a place to stay just like home. Also, it ‘s so convenient to travel around Bangkok by BTS sky train,only 1 minute to the station. "|within a few hours|1.0|1.0|0||0|1|0|1
44228552|Suvimol|2015-09-15|Bangkok Thailand|We have 4 in our family. My husband, me and my 2 sons. The big one now is 15 yrs old. Another is 12 yrs old. We love to travel so we are quite sure that we offer guest with kind of dream apartment for holiday. Come and visit us to proof it by yourself!|a few days or more|0.0|0.0|0|Din Daeng/Huai Khwang|1|1|0|0
149041454|Pisit|2017-09-04|Bangkok, Thailand|การเดินทางเป็นการเพิ่มประสบการณืที่ดีในชีวิต เพราะเป็นการให้เราเข้าใจถึงโลกและวัฒนธรรมต่างๆ ซึ่งสามารถนำสิ่งที่ดีมาใช้ในการพัฒนาตัวเราเองให้ดีขึ้นเราจึงเข้าใจความต้องการของผู้เดินทาง เป็นอย่างดี||0.0|0.0|0|Din Daeng/Huai Khwang|1|1|1|0
146971700|Boonwong|2017-08-20|Bangkok, Thailand|||0.0|0.0|0|Sathorn|1|1|0|0
147034553|ปฏิคม|2017-08-21|TH|||0.0|0.0|0|Bang Na|0|1|0|0
66350380|Amornpan|2016-04-08|Bangkok, Thailand|I love to do many things as a hobbies such as gardening, cooking, listening to the radio, reading magazine (real magazine not e-mag), shopping (not much) and travelling.|within a day|1.0|0.0|0|Pinklao|1|1|0|0
126611999|Richman|2017-04-19|Munich, Bavaria, Germany|||0.0|0.0|0|Yan Nawa|1|1|1|0
135734595|Terry|2017-06-18|Chatuchak, Bangkok, Thailand||within a few hours|1.0|1.0|0|Klong Toey|1|1|0|1
125438475|Li|2017-04-11|China|喜欢旅游，喜欢各国人民||0.0|0.0|0|Bang Kapi|1|1|0|1
132592645|Sitthi|2017-05-30|Bangkok, Thailand|I enjoy traveling all around the world especially those islands for the sun and sea.||0.0|0.0|0|Chatuchak|1|1|0|0
145140553|สมหญิง|2017-08-09|Samut Sakhon, Thailand|||0.0|0.0|0||1|1|0|1
10211986|Napa|2013-11-23|Pathum Wan District, Bangkok, Thailand|Hello, my name is Napa, I live in Bangkok. My husband is an architect and a photographer. We have a 7 year old daughter who is very friendly. Our family loves travelling and making new friends. We have a nice and quiet little home hidden in the middle of Bangkok.  Thus, we would like to share the experience of staying in this home with other travellers and hoping you will love it like we do. |within an hour|1.0|0.99|1||1|1|0|1
145738157|พิพัฒน์|2017-08-13|TH|||0.0|0.0|0||1|1|0|1
25179301|Nud|2014-12-25|Bangkok, Thailand|||0.0|0.0|0||1|1|0|1
149360248|Nontichai|2017-09-06|TH||a few days or more|0.0|0.0|0|Phasi Charoen|1|1|0|0
111659682|Krittiyawadee|2017-01-15|Phrae, Thailand|||0.0|1.0|0||1|1|0|0
126988544|Jessie|2017-04-22|China|my dream！||0.0|0.0|0|Prawet|1|1|0|0
82618789|June|2016-07-09|Bangkok, Thailand|||0.0|0.0|0|Din Daeng/Huai Khwang|1|1|0|0
149471179|Pas|2017-09-06|Bangkok, Thailand|||0.0|0.0|0|Thonburi|1|1|0|1
146232782|Gg|2017-08-16|Bangkok, Thailand|clean-organized-friendly,  able to communicate in english fluently.  ||0.0|0.0|0|Klong Toey|1|1|0|0
149486429|Jie Ying|2017-09-06|CN|||0.0|0.0|0|Sathorn|1|1|0|1
39493813|Pam|2015-07-25|Thailand|Married woman love travelling with family, eating out, like to stay in quiet area and love to adjust with multiculture. ||0.0|1.0|0|Bang Kho Laem|1|1|0|1
17293063|Amp|2014-06-26|Bangkok, Thailand||a few days or more|0.29|1.0|0|Upper Sukhumvit|1|1|0|1
148021771|Krit|2017-08-28|Bangkok, Thailand|I m a friendly person like party||0.0|0.0|0||1|1|0|0
151040324|GN Luxury|2017-09-18|Ratchathewi, Bangkok, Thailand|GN Luxury is a new kind of hostel, a product of passionate people who want to offer luxury hostel, and a combination of eatery and dormitory.|within an hour|1.0|0.0|0|Victory Monument|1|1|1|1
150208988|Chann|2017-09-12|Bangkok, Thailand|An exclusive contemporary Thai chic resort hotel set by the bank of Bangkok’s Chao Phraya River with magnificent views surrounded by cultural & historical heritages of the old Bangkok offering 22 uniquely designed studios and suites blended with urban modern comforts and amenities to be complimented with friendly and attentive services for a best way to joyfully experience Thai culture & history as well as Thai living. |a few days or more|0.0|0.33|0|Pinklao|1|1|1|0
147299942|Komkrit|2017-08-23|TH|||0.0|0.0|0|Thong Lo|1|1|0|0
66454316|Withoon|2016-04-09|Bangkok, Thailand||within an hour|1.0|1.0|0|Aree|1|1|0|1
147469059|หลิน|2017-08-24|Samut Prakan, Thailand||a few days or more|0.0|0.0|0||1|1|0|0
